IRLS Dive Data CSV Export. (Version 1.2)

Dive Information:
Dive Number, Tasks, Start Date, End Date
2212,"Recover AoA at MJ03F.  
Swap CTD at MJ03F.  
Pre-stage cable at MJ03F.",2022-08-14 01:15:00,2022-08-14 07:17:00

Site(s):
Name,Comments

Scientist(s):
Name, Organization

Observations:
2212,2022-08-14 05:45:30,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549124,-130.009128,1524.56,118.26,-5.61,0.41,3.04,0.23,"",3.14084,2.3971,1539.928,0.57,34.5136,./files/dscs/R2212_29349.jpg
2212,2022-08-14 05:45:38,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9549003,-130.009133,1524.56,108.2,-5.62,0.36,3,0,"",3.14071,2.3942,1539.907,0.57,34.5151,./files/dscs/R2212_29350.jpg
2212,2022-08-14 05:45:47,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.9548868,-130.0091211,1524.84,87.85,-7.8,1.45,2.68,0.57,"",3.14072,2.3943,1540.201,0.57,34.515,./files/dscs/R2212_29351.jpg
2212,2022-08-14 05:45:55,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.9548781,-130.0090848,1524.88,66.75,-6,0.45,2.57,0.61,"",3.14074,2.3944,1540.245,0.56,34.5151,./files/dscs/R2212_29352.jpg
2212,2022-08-14 05:46:03,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9548642,-130.0090586,1524.49,15.38,-5.18,0.53,2.71,0.61,"",3.14086,2.395,1539.971,0.57,34.5161,./files/dscs/R2212_29353.jpg
2212,2022-08-14 05:46:05,"fetch landing zone designated",45.9548607,-130.0090521,1524.48,6.71,-5.75,0.74,2.84,0.52,"Other ",3.14096,2.3963,1539.861,0.57,34.516,./files/framegrabs/SDI1_8_14_2022 01_07_09_16735.jpg
2212,2022-08-14 05:46:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9548656,-130.0090306,1524.07,337.78,-7.08,0.44,3.18,0.36,"",3.14099,2.3974,1539.586,0.57,34.5153,./files/dscs/R2212_29354.jpg
2212,2022-08-14 05:46:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9548672,-130.009026,1523.96,340.84,-6.34,0.29,3.37,0.1,"",3.14089,2.3968,1539.412,0.56,34.5148,./files/dscs/R2212_29355.jpg
2212,2022-08-14 05:46:34,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548814,-130.0090309,1524.51,22.93,-5.88,0.11,2.96,0.56,"",3.14082,2.397,1539.865,0.56,34.5136,./files/dscs/R2212_29356.jpg
2212,2022-08-14 05:46:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9548989,-130.0090279,1524.72,66.81,-4.41,0.09,2.78,0.53,"",3.1408,2.3948,1540.148,0.57,34.5154,./files/dscs/R2212_29357.jpg
2212,2022-08-14 05:46:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549193,-130.0089924,1524.52,91.34,-5.54,0.03,2.95,0.61,"",3.14085,2.3958,1539.969,0.57,34.515,./files/dscs/R2212_29358.jpg
2212,2022-08-14 05:46:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9549314,-130.0089734,1524.68,118.99,-4.35,0.5,2.87,0.7,"",3.14113,2.3992,1540.048,0.56,34.5149,./files/dscs/R2212_29359.jpg
2212,2022-08-14 05:47:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.954938,-130.0089442,1524.93,126.28,-5.19,0.03,2.62,0.68,"",3.14078,2.3944,1540.335,0.57,34.5155,./files/dscs/R2212_29360.jpg
2212,2022-08-14 05:47:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549371,-130.0089197,1525.04,142.32,-5.94,0.47,2.51,0.37,"",3.14078,2.3949,1540.457,0.57,34.5149,./files/dscs/R2212_29361.jpg
2212,2022-08-14 05:47:21,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.954939,-130.0089157,1525.17,143.1,-5.5,0.49,2.41,0,"",3.14084,2.395,1540.558,0.57,34.5156,./files/dscs/R2212_29362.jpg
2212,2022-08-14 05:47:22,"junction box",45.9549386,-130.0089156,1525.21,143.78,-5.52,0.63,2.38,0.05,"Asset ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_16812.jpg
2212,2022-08-14 05:47:28,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549377,-130.0089214,1525.24,143.03,-5.72,0.57,2.3,0.25,"",3.14087,2.3961,1540.674,0.56,34.5146,./files/dscs/R2212_29363.jpg
2212,2022-08-14 05:47:35,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9549317,-130.0089235,1525.25,143.75,-6.62,0.07,2.32,0.24,"",3.14077,2.3952,1540.666,0.56,34.5145,./files/dscs/R2212_29364.jpg
2212,2022-08-14 05:47:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549307,-130.0089204,1525.02,144.9,-5.04,0.52,2.48,0.33,"",3.141,2.396,1540.49,0.57,34.5166,./files/dscs/R2212_29365.jpg
2212,2022-08-14 05:47:50,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549392,-130.0088956,1524.94,166.25,-5.74,0.4,2.6,0.63,"",3.14108,2.3982,1540.347,0.57,34.5152,./files/dscs/R2212_29366.jpg
2212,2022-08-14 05:47:57,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.954942,-130.0088801,1525.11,181.2,-5.61,0.65,2.39,0.26,"",3.14082,2.3952,1540.609,0.57,34.5151,./files/dscs/R2212_29367.jpg
2212,2022-08-14 05:48:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549423,-130.0088773,1525.29,181.95,-4.93,0.53,2.19,0,"",3.14081,2.3958,1540.763,0.56,34.5142,./files/dscs/R2212_29368.jpg
2212,2022-08-14 05:48:06,"picture of plugs in the junction box",45.9549423,-130.0088773,1525.29,181.66,-5.48,0.56,2.19,0,"Asset ",3.14087,2.3951,1540.757,0.57,34.5157,./files/framegrabs/SDI1_8_14_2022 01_07_09_16856.jpg
2212,2022-08-14 05:48:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9549441,-130.0088779,1525.25,182.56,-5.15,0.47,2.32,0,"",3.14104,2.3977,1540.694,0.56,34.5151,./files/dscs/R2212_29369.jpg
2212,2022-08-14 05:48:19,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9549425,-130.0088776,1525.21,181.29,-5.7,0.75,2.33,0.04,"",3.14153,2.402,1540.663,0.56,34.5165,./files/dscs/R2212_29370.jpg
2212,2022-08-14 05:48:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549408,-130.0088759,1525.32,181.11,-5.88,1.3,2.24,0.13,"",3.14103,2.3969,1540.755,0.57,34.5159,./files/dscs/R2212_29371.jpg
2212,2022-08-14 05:48:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=6400]",45.9549451,-130.0088605,1525.36,185.53,-4.16,0.33,2.09,0.5,"",3.14079,2.3947,1540.898,0.57,34.5151,./files/dscs/R2212_29372.jpg
2212,2022-08-14 05:48:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5600]",45.9549385,-130.0088453,1525.26,202.51,-5.25,1.04,2.26,0.39,"",3.14094,2.3963,1540.718,0.57,34.5153,./files/dscs/R2212_29373.jpg
2212,2022-08-14 05:48:47,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.954935,-130.0088297,1524.76,215.51,-4.95,1.12,2.7,0.37,"",3.14096,2.3973,1540.256,0.56,34.5148,./files/dscs/R2212_29374.jpg
2212,2022-08-14 05:49:03,"DSC: Please add comment [Focal Length=34] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549076,-130.0088138,1523.62,214.98,-3.95,0.53,3.73,0.29,"",3.14084,2.3957,1539.135,0.57,34.5155,./files/dscs/R2212_29375.jpg
2212,2022-08-14 05:49:12,"DSC: Please add comment [Focal Length=34] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.95489,-130.0088148,1523.7,212.99,-6.2,1.32,3.66,0.28,"",3.14067,2.3941,1539.141,0.57,34.5151,./files/dscs/R2212_29376.jpg
2212,2022-08-14 05:49:24,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9548707,-130.0088149,1524.26,213.95,-5.04,0.88,2.95,0.37,"",3.14069,2.3942,1539.67,0.57,34.515,./files/dscs/R2212_29377.jpg
2212,2022-08-14 05:49:33,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9548622,-130.0088188,1524.73,214.11,-5.24,1.1,2.45,0.12,"",3.14071,2.3941,1540.109,0.56,34.5151,./files/dscs/R2212_29378.jpg
2212,2022-08-14 05:49:39,"CTD tripod",45.9548555,-130.0088228,1524.87,213.72,-5.27,0.64,2.21,0.15,"Asset ",3.14124,2.398,1540.315,0.57,34.5173,./files/framegrabs/SDI1_8_14_2022 01_07_09_16948.jpg
2212,2022-08-14 05:49:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1400]",45.9548552,-130.0088237,1524.92,214.02,-5.2,0.63,2.19,0.08,"",3.14084,2.3955,1540.348,0.57,34.5151,./files/dscs/R2212_29379.jpg
2212,2022-08-14 05:49:51,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9548435,-130.008812,1525.11,216.97,-5.3,0.69,1.95,0.43,"",3.14079,2.3948,1540.551,0.57,34.5152,./files/dscs/R2212_29380.jpg
2212,2022-08-14 05:49:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548318,-130.0088057,1525.12,256.67,-4.73,2.2,1.81,0,"",3.14081,2.3949,1540.612,0.57,34.5153,./files/dscs/R2212_29381.jpg
2212,2022-08-14 05:50:07,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548198,-130.0087976,1524.95,286.12,-4.54,1.64,1.99,0.37,"",3.14082,2.3952,1540.406,0.57,34.5151,./files/dscs/R2212_29382.jpg
2212,2022-08-14 05:50:15,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548128,-130.0088083,1525.8,295.04,-6.25,0.93,1.2,0.17,"",3.14092,2.3958,1541.117,0.57,34.5155,./files/dscs/R2212_29383.jpg
2212,2022-08-14 05:50:24,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548131,-130.0088084,1526.31,293.99,-0.07,0.49,0.81,0,"",3.14088,2.3951,1541.564,0.57,34.5155,./files/dscs/R2212_29384.jpg
2212,2022-08-14 05:50:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=720]",45.9548152,-130.0088111,1526.28,293.99,0,0.48,0.81,0,"",3.14102,2.3968,1541.573,0.57,34.5154,./files/dscs/R2212_29385.jpg
2212,2022-08-14 05:50:40,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548194,-130.0088181,1526.33,293.99,0.04,0.47,0.8,0.17,"",3.14101,2.3967,1541.569,0.56,34.5153,./files/dscs/R2212_29386.jpg
2212,2022-08-14 05:50:48,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=800]",45.9548234,-130.008827,1526.26,293.99,0.02,0.47,0.81,0.19,"",3.14102,2.397,1541.571,0.57,34.5151,./files/dscs/R2212_29387.jpg
2212,2022-08-14 05:50:53,"fired 2 niskins in location of new CTD tripod; port forward and port aft",45.9548285,-130.0088307,1526.36,293.99,0.12,0.45,0.81,0.28,"Asset ",3.141,2.3966,1541.578,0.57,34.5152,./files/framegrabs/SDI1_8_14_2022 01_07_09_17017.jpg
2212,2022-08-14 05:51:11,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9548377,-130.0088465,1526.35,293.99,0.1,0.46,0.63,0.22,"",3.14095,2.3966,1541.588,0.57,34.5148,./files/dscs/R2212_29388.jpg
2212,2022-08-14 05:51:19,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548361,-130.0088492,1526.3,293.99,0.08,0.47,0.63,0,"",3.14086,2.395,1541.578,0.56,34.5153,./files/dscs/R2212_29389.jpg
2212,2022-08-14 05:51:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9548402,-130.0088492,1526,281.67,-5.52,1.25,0.9,0.36,"",3.14085,2.3952,1541.538,0.57,34.515,./files/dscs/R2212_29390.jpg
2212,2022-08-14 05:51:37,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548516,-130.0088449,1524.71,203.83,-4.25,2.57,2.25,0.28,"",3.14187,2.4074,1540.232,0.57,34.5152,./files/dscs/R2212_29391.jpg
2212,2022-08-14 05:51:44,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9548575,-130.0088501,1524.61,151.98,-5.34,0.69,2.5,0.25,"",3.14149,2.4029,1540.008,0.57,34.5154,./files/dscs/R2212_29392.jpg
2212,2022-08-14 05:51:52,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548587,-130.0088528,1525.13,122.76,-6.15,0.21,2,0.05,"",3.14132,2.4005,1540.504,0.57,34.5156,./files/dscs/R2212_29393.jpg
2212,2022-08-14 05:51:59,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548576,-130.0088563,1525.55,102.82,-5.27,0.18,1.49,0.11,"",3.14117,2.3983,1540.965,0.57,34.5159,./files/dscs/R2212_29394.jpg
2212,2022-08-14 05:52:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9548573,-130.0088515,1525.44,102.97,-5.3,0.95,1.59,0.18,"",3.14103,2.3965,1541.013,0.57,34.516,./files/dscs/R2212_29395.jpg
2212,2022-08-14 05:52:13,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9548609,-130.0088535,1525.66,103.05,-5.17,0.14,1.49,0.18,"",3.14113,2.3985,1540.92,0.57,34.5152,./files/dscs/R2212_29396.jpg
2212,2022-08-14 05:52:20,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9548639,-130.0088517,1525.68,103.2,-7.14,0.73,1.41,0,"",3.14088,2.3955,1541.203,0.57,34.5152,./files/dscs/R2212_29397.jpg
2212,2022-08-14 05:52:27,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",45.9548685,-130.0088485,1525.05,105.59,-3.88,0.1,2.09,0.28,"",3.14113,2.399,1540.459,0.56,34.5149,./files/dscs/R2212_29398.jpg
2212,2022-08-14 05:52:34,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.954873,-130.0088369,1525.38,112.72,-4.7,0.16,1.88,0.31,"",3.14083,2.3974,1540.786,0.57,34.5128,./files/dscs/R2212_29399.jpg
2212,2022-08-14 05:52:41,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.954878,-130.0088225,1525.6,114.11,-5.55,0.03,1.66,0.32,"",3.14074,2.394,1541.013,0.56,34.5152,./files/dscs/R2212_29400.jpg
2212,2022-08-14 05:52:49,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9548867,-130.0088099,1525.18,124.98,-5.26,0.52,2.14,0.36,"",3.14078,2.3944,1540.614,0.57,34.5154,./files/dscs/R2212_29401.jpg
2212,2022-08-14 05:53:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.954903,-130.0087656,1525.49,174.71,-5.53,1.03,1.9,0.37,"",3.14095,2.3971,1540.93,0.57,34.5144,./files/dscs/R2212_29402.jpg
2212,2022-08-14 05:53:10,"some biological growth on BOTPT",45.9549045,-130.0087524,1525.34,186.25,-5.87,1.38,2.03,0.38,"Biology ",3.14085,2.3955,1540.806,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_17159.jpg
2212,2022-08-14 05:53:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9549076,-130.0087399,1525.05,196.17,-5.53,1.08,2.27,0.41,"",3.14079,2.3948,1540.541,0.57,34.5151,./files/dscs/R2212_29403.jpg
2212,2022-08-14 05:53:24,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9549045,-130.0087191,1524.43,200.84,-5.96,1.11,2.84,0.36,"",3.14075,2.3963,1539.934,0.57,34.5133,./files/dscs/R2212_29404.jpg
2212,2022-08-14 05:54:00,"DSC: Please add comment [Focal Length=58] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1600]",45.9548887,-130.0086935,1525.76,205.29,-6.69,0.81,1.5,0.09,"",3.14125,2.3989,1541.251,0.57,34.5161,./files/dscs/R2212_29405.jpg
2212,2022-08-14 05:54:07,"DSC: Please add comment [Focal Length=58] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9548848,-130.0086889,1525.57,210.97,-5.99,0.98,1.68,0.2,"",3.14081,2.3947,1541.024,0.57,34.5153,./files/dscs/R2212_29406.jpg
2212,2022-08-14 05:54:14,"DSC: Please add comment [Focal Length=58] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1100]",45.9548843,-130.008688,1525.27,225.88,-4.49,0.03,1.91,0.04,"",3.14104,2.3969,1540.738,0.57,34.5159,./files/dscs/R2212_29407.jpg
2212,2022-08-14 05:54:21,"DSC: Please add comment [Focal Length=58] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9548825,-130.0086887,1525.46,224.73,-6.05,1.04,1.76,0.05,"",3.14082,2.3954,1540.862,0.57,34.5148,./files/dscs/R2212_29408.jpg
2212,2022-08-14 05:54:28,"BOTPT &quot;slightly off&quot;",45.9548828,-130.0086908,1525.54,224.4,-5.78,1.33,1.7,0.04,"Asset ",-,-,-,-,-,./files/framegrabs/SDI1_8_14_2022 01_07_09_17237.jpg
2212,2022-08-14 05:54:29,"DSC: Please add comment [Focal Length=58] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1250]",45.9548827,-130.0086919,1525.53,224.74,-5.35,1.06,1.67,0.03,"",3.14078,2.3945,1540.973,0.56,34.5152,./files/dscs/R2212_29409.jpg
2212,2022-08-14 05:54:46,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2500]",45.9548803,-130.0086915,1525.39,224.79,-6.4,1.17,1.79,0.1,"",3.14078,2.3947,1540.849,0.57,34.5149,./files/dscs/R2212_29410.jpg
2212,2022-08-14 05:54:54,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9548824,-130.0086909,1525.19,225.61,-5.08,1.44,1.97,0.06,"",3.14093,2.3963,1540.639,0.57,34.5153,./files/dscs/R2212_29411.jpg
2212,2022-08-14 05:55:06,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9548891,-130.0086866,1524.41,225.92,-4.72,0.94,2.76,0.4,"",3.14112,2.3987,1539.898,0.57,34.5155,./files/dscs/R2212_29412.jpg
2212,2022-08-14 05:55:58,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9549041,-130.008782,1523.27,305.94,-5.77,0.48,4.19,1.03,"",3.14079,2.3957,1538.624,0.56,34.5151,./files/dscs/R2212_29413.jpg
2212,2022-08-14 05:56:05,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=5000]",45.9549272,-130.0087702,1522.55,256.79,-5.66,0.08,4.98,0.68,"",3.14067,2.3945,1538.033,0.57,34.5154,./files/dscs/R2212_29414.jpg
2212,2022-08-14 05:56:16,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549361,-130.0087874,1522.61,226.24,-8.25,0.67,4.97,0.62,"",3.14117,2.3978,1537.97,0.57,34.5179,./files/dscs/R2212_29415.jpg
2212,2022-08-14 05:56:23,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.954959,-130.0087593,1522.23,272.53,-4.41,0.49,5.29,0.85,"",3.14179,2.4072,1537.681,0.57,34.5156,./files/dscs/R2212_29416.jpg
2212,2022-08-14 05:56:32,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9549877,-130.0088014,1521.89,252.01,-4.88,1.1,5.69,0.87,"",3.14081,2.3972,1537.345,0.57,34.5145,./files/dscs/R2212_29417.jpg
2212,2022-08-14 05:56:39,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2200]",45.9549998,-130.0088466,1522.33,237.35,-6.29,0.1,5.38,0.94,"",3.14082,2.3962,1537.664,0.57,34.5155,./files/dscs/R2212_29418.jpg
2212,2022-08-14 05:57:12,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=1800]",45.9550061,-130.0088683,1526.25,161.84,-7.02,0.43,1.44,0.08,"",3.1409,2.3968,1541.699,0.57,34.5139,./files/dscs/R2212_29419.jpg
2212,2022-08-14 05:57:21,"right arm scooping cable to move away from basket",45.9549997,-130.0088627,1526.37,162.7,-5.98,0.4,1.16,0,"Vehicle ",3.14089,2.3951,1541.917,0.57,34.5154,./files/framegrabs/SDI1_8_14_2022 01_07_09_17409.jpg
2212,2022-08-14 05:57:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9549977,-130.0088675,1526.52,160.34,-7.33,0.93,1.13,0.25,"",3.14148,2.3994,1541.963,0.57,34.518,./files/dscs/R2212_29420.jpg
2212,2022-08-14 05:57:34,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2000]",45.9549937,-130.0088782,1526.06,161.76,-7.43,0.42,1.57,0.35,"",3.14081,2.395,1541.565,0.57,34.5147,./files/dscs/R2212_29421.jpg
2212,2022-08-14 05:58:06,"right arm dropping cable away from basket",45.9549849,-130.0089699,1525.24,161.91,-7.2,0.1,2.23,0.25,"Vehicle ",3.14074,2.3943,1540.826,0.57,34.515,./files/framegrabs/SDI1_8_14_2022 01_07_09_17455.jpg
2212,2022-08-14 05:58:18,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550005,-130.0089554,1525.03,123.98,-4.42,0.68,2.4,0.86,"",3.1409,2.3965,1540.519,0.57,34.5148,./files/dscs/R2212_29422.jpg
2212,2022-08-14 05:58:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550103,-130.008913,1525.6,125.72,-6.27,0.68,2.07,0.88,"",3.14076,2.3948,1540.991,0.57,34.5146,./files/dscs/R2212_29423.jpg
2212,2022-08-14 05:58:34,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=2800]",45.9550202,-130.0088956,1524.36,144.12,-3.66,0.2,3.17,0.38,"",3.14097,2.3972,1539.997,0.57,34.5152,./files/dscs/R2212_29424.jpg
2212,2022-08-14 05:58:42,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.955014,-130.0088793,1523.63,143.55,-5.89,0.37,3.97,0,"",3.14098,2.3969,1539.048,0.57,34.516,./files/dscs/R2212_29425.jpg
2212,2022-08-14 05:58:50,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3200]",45.9550134,-130.0088769,1525.01,147.91,-5.18,0.72,2.63,0.09,"",3.14081,2.3954,1540.337,0.57,34.5149,./files/dscs/R2212_29426.jpg
2212,2022-08-14 05:59:20,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4000]",45.9550179,-130.0088689,1525.79,149.84,-5.6,0.58,1.9,0,"",3.14109,2.3976,1541.226,0.57,34.5155,./files/dscs/R2212_29427.jpg
2212,2022-08-14 05:59:26,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9550187,-130.0088692,1525.8,149.34,-5.67,1.7,1.87,0.03,"",3.14096,2.3957,1541.223,0.57,34.516,./files/dscs/R2212_29428.jpg
2212,2022-08-14 05:59:45,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=4500]",45.9550084,-130.0088644,1523.42,149.93,-6.14,0.05,4.3,0.25,"",3.14087,2.3968,1538.915,0.57,34.5149,./files/dscs/R2212_29429.jpg
2212,2022-08-14 06:00:10,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549915,-130.0088454,1524.41,145.97,-4.87,0.63,3.27,0.08,"",3.14106,2.3997,1539.718,0.57,34.5138,./files/dscs/R2212_29430.jpg
2212,2022-08-14 06:00:43,"ROV latched onto basket",45.954985,-130.0088392,1525.32,145.07,-0.55,0.68,2.18,0.04,"Vehicle ",3.14081,2.3949,1540.657,0.57,34.5152,./files/framegrabs/SDI1_8_14_2022 01_07_09_17611.jpg
2212,2022-08-14 06:01:14,"DSC: Please add comment [Focal Length=24] [F-Stop=8] [Exposure time=0.01] [ISO Equivalent=3600]",45.9549822,-130.0088382,1525.37,145.13,-0.54,0.46,2.19,0,"",3.14073,2.3938,1540.672,0.57,34.5155,./files/dscs/R2212_29431.jpg
